Node Number	X Location (m)	Y Location (m)	Z Location (m)	Vector Deformation ()
773	1,063	1,4365	2,0299	4,7648e-002	2,0529e-005	-7,0938e-002
774	1,063	1,4037	2,0299	4,7648e-002	2,011e-005	-7,094e-002
778	1,063	1,375	2,0299	4,7647e-002	1,9742e-005	-7,0941e-002
782	1,063	1,5	2,0299	4,765e-002	2,1346e-005	-7,0935e-002
786	1,036	1,5	2,0436	4,734e-002	2,1322e-005	-7,1568e-002
790	1,0088	1,5	2,0574	4,7028e-002	2,1315e-005	-7,2206e-002
800	1,0088	1,4033	2,0574	4,7026e-002	2,0168e-005	-7,2211e-002
801	1,0088	1,4379	2,0574	4,7027e-002	2,0574e-005	-7,2209e-002
802	1,0088	1,4711	2,0574	4,7028e-002	2,0968e-005	-7,2208e-002
806	1,0088	1,375	2,0574	4,7025e-002	1,9839e-005	-7,2212e-002
810	1,036	1,375	2,0436	4,7337e-002	1,9792e-005	-7,1574e-002
820	0,9262	1,4041	2,0957	4,6161e-002	1,9666e-005	-7,4153e-002
821	0,92619	1,4371	2,0957	4,6161e-002	1,9973e-005	-7,4152e-002
822	0,92618	1,4709	2,0957	4,6162e-002	2,0288e-005	-7,4151e-002
847	0,95387	1,4716	2,0834	4,6438e-002	2,0188e-005	-7,3501e-002
848	0,95387	1,4369	2,0834	4,6438e-002	1,9856e-005	-7,3502e-002
849	0,95387	1,4038	2,0834	4,6437e-002	1,9536e-005	-7,3503e-002
853	0,95387	1,375	2,0834	4,6437e-002	1,9249e-005	-7,3504e-002
857	0,95387	1,5	2,0834	4,6439e-002	2,0466e-005	-7,35e-002
861	0,92617	1,5	2,0957	4,6162e-002	2,0559e-005	-7,415e-002
865	0,89829	1,5	2,108	4,5884e-002	2,0662e-005	-7,4805e-002
875	0,89829	1,4045	2,108	4,5882e-002	1,9796e-005	-7,4808e-002
876	0,89829	1,4374	2,108	4,5882e-002	2,0096e-005	-7,4807e-002
877	0,89829	1,4702	2,108	4,5883e-002	2,0395e-005	-7,4806e-002
881	0,89829	1,375	2,108	4,5881e-002	1,9535e-005	-7,4809e-002
885	0,92621	1,375	2,0957	4,616e-002	1,9397e-005	-7,4154e-002
895	0,81397	1,4041	2,1417	4,5119e-002	1,924e-005	-7,6792e-002
896	0,81397	1,4381	2,1417	4,512e-002	1,9465e-005	-7,6792e-002
897	0,81397	1,4711	2,1417	4,512e-002	1,9683e-005	-7,6791e-002
922	0,84213	1,471	2,131	4,5362e-002	1,9505e-005	-7,6129e-002
923	0,84213	1,4388	2,131	4,5361e-002	1,9292e-005	-7,613e-002
924	0,84213	1,4047	2,131	4,5361e-002	1,9061e-005	-7,6131e-002
928	0,84213	1,375	2,131	4,536e-002	1,885e-005	-7,6132e-002
932	0,84213	1,5	2,131	4,5362e-002	1,9702e-005	-7,6129e-002
936	0,81397	1,5	2,1417	4,5121e-002	1,9871e-005	-7,679e-002
940	0,78544	1,5	2,1526	4,4876e-002	2,0047e-005	-7,746e-002
950	0,78544	1,4035	2,1526	4,4875e-002	1,9422e-005	-7,7462e-002
951	0,78544	1,4374	2,1526	4,4875e-002	1,9642e-005	-7,7462e-002
952	0,78544	1,4713	2,1526	4,4876e-002	1,9864e-005	-7,7461e-002
956	0,78544	1,375	2,1526	4,4874e-002	1,9247e-005	-7,7463e-002
960	0,81397	1,375	2,1417	4,5119e-002	1,905e-005	-7,6793e-002
970	0,69959	1,4035	2,1818	4,4217e-002	1,9092e-005	-7,9483e-002
971	0,69958	1,4382	2,1818	4,4217e-002	1,9227e-005	-7,9483e-002
972	0,69958	1,4711	2,1818	4,4217e-002	1,9355e-005	-7,9482e-002
997	0,72829	1,4713	2,1726	4,4424e-002	1,9144e-005	-7,8809e-002
998	0,72829	1,4388	2,1726	4,4424e-002	1,9016e-005	-7,8809e-002
999	0,72829	1,4037	2,1726	4,4423e-002	1,8874e-005	-7,881e-002
1003	0,72829	1,375	2,1726	4,4423e-002	1,8747e-005	-7,881e-002
1007	0,72829	1,5	2,1726	4,4424e-002	1,9264e-005	-7,8808e-002
1011	0,69958	1,5	2,1818	4,4218e-002	1,9465e-005	-7,9482e-002
1015	0,67074	1,5	2,191	4,401e-002	1,9677e-005	-8,0159e-002
1025	0,67074	1,4032	2,191	4,4009e-002	1,9309e-005	-8,016e-002
1026	0,67074	1,4376	2,191	4,4009e-002	1,9441e-005	-8,016e-002
1027	0,67074	1,4709	2,191	4,401e-002	1,9571e-005	-8,0159e-002
1031	0,67074	1,375	2,191	4,4009e-002	1,921e-005	-8,0161e-002
1035	0,69959	1,375	2,1818	4,4216e-002	1,8985e-005	-7,9484e-002
1045	0,58368	1,4038	2,2156	4,3459e-002	1,9029e-005	-8,2205e-002
1046	0,58367	1,4371	2,2156	4,3459e-002	1,9071e-005	-8,2206e-002
1047	0,58365	1,4717	2,2156	4,3459e-002	1,9114e-005	-8,2206e-002
1072	0,61284	1,4717	2,2079	4,3631e-002	1,8882e-005	-8,1522e-002
1073	0,61284	1,4372	2,2079	4,363e-002	1,8841e-005	-8,1522e-002
1074	0,61284	1,4038	2,2079	4,363e-002	1,8799e-005	-8,1523e-002
1078	0,61284	1,375	2,2079	4,363e-002	1,8754e-005	-8,1523e-002
1082	0,61284	1,5	2,2079	4,3631e-002	1,8921e-005	-8,1522e-002
1086	0,58364	1,5	2,2156	4,3459e-002	1,9148e-005	-8,2206e-002
